X,Y
2.2483570765056164,1.2923146289747929
1.9308678494144076,1.7896773386173206
2.3238442690503462,1.8286427417366153
2.761514928204013,1.5988613653891905
1.882923312638332,1.9193571441669954
1.8829315215254097,2.202025428407269
2.7896064077536957,2.943092950605265
2.3837173645764542,2.0872889064159197
1.765262807032524,2.1287751953613823
2.2712800217929825,1.9627770421169164
1.7682911535937689,1.0406143923504794
1.7671351232148715,1.9867430622753917
2.1209811357830173,2.030115104970513
1.043359877671101,3.231621056242643
1.1375410837434836,1.9038195176094388
1.7188562353795136,2.150773671166806
1.4935844398327882,1.9826441151473784
2.157123666297637,1.4156609811902339
1.5459879622393946,2.5714114072575103
1.2938481493323541,2.375966516343387
2.732824384460777,2.3955159735215235
1.887111849756732,1.5453062726026305
2.033764102343962,2.7013971554680496
1.2876259068932716,1.2990744686038596
1.7278086377374087,2.293428546900135
2.055461294854933,3.095227812904989
1.4245032112888487,1.5047318374346559
2.1878490091728358,1.716851135198614
1.6996806550405976,2.049825682543821
1.8541531251033616,1.7482621729419003
1.6991466938853015,1.2246682844669337
2.926139092254469,2.0342814874030135
1.993251387631033,1.4688481431369476
1.4711445355220498,2.236796215317591
2.4112724560515946,1.5402878828830984
1.3895781750144889,2.77496720250877
2.104431797502378,1.6083733538318814
1.020164938060112,1.8389692418971622
1.3359069755507846,2.406758608684835
2.0984306179345618,1.3845678417830225
2.3692332899977053,2.113729967302065
2.085684140594985,2.653571377141214
1.9421758588058797,1.1962583827193862
1.8494481522053556,2.0923169292661523
1.2607390048162863,2.129941397124212
1.6400778958026456,2.390911435888655
1.7696806145201063,1.381524644560959
2.5285611131094576,1.3397716934578618
2.1718091447842305,2.2609707828084487
1.118479922318633,2.148492336616593
2.1620419846973977,2.1252464251729384
1.8074588597918417,2.173224104748488
1.6615389998470207,1.6599876392107547
2.305838144420434,2.116126848580502
2.5154997612479755,2.146536236649341
2.4656400595580994,1.642824290986816
1.5803912383886807,2.9328872555723784
1.8453938120743927,2.2369164604558938
2.165631715701782,1.4043482513986758
2.4877725635611796,2.328276804316915
1.760412881077355,1.5126591648863392
1.9071705116680915,2.393542301871226
1.446832512996986,2.579297789503702
1.4018966879596646,1.5896588408241448
2.406262911197099,2.481688064622161
2.6781200142854114,2.206390463468249
1.963994939209833,2.411030079997245
2.501766448946012,2.9483964913269736
2.180818012523817,1.8773059419985647
1.6774401226974378,1.6231319178212553
2.180697802754207,1.5552427851872384
2.7690182832329846,1.5920948575172809
1.9820869804450243,1.961449145292948
2.782321827907003,2.170575987408322
0.6901274479551278,2.1383453996650097
2.410951252187612,2.413591624518012
2.043523534119086,2.0065009459389533
1.8504963247670663,2.726767038578658
2.045880388267751,1.867671583381022
1.0062155426995536,3.3600845832948094
1.890164056081244,2.312833673882503
2.178556285755873,1.5714212217918586
2.738947022370758,1.464553750969444
1.7408648908631763,2.2412362076215926
1.5957531985534061,1.8882686073370745
1.7491214782077318,2.357000247046046
2.457701058851037,2.2366188122867725
2.1643755548298422,1.9635855436715637
1.7351198981164806,1.5766031409657975
2.256633716556678,1.2425763876570677
2.0485387746740202,1.7767425239664894
2.4843224952664444,2.428199397161736
1.6489734530613238,2.107046872065102
1.8361689267011159,1.377130610644006
1.8039459234339212,2.086590462925591
1.2682425259339407,2.1926586898644183
2.148060138532288,1.5580712818994336
2.1305276360899446,2.076862552972764
2.0025567283212307,2.029104359223
1.8827064333124266,1.4285148510846883
7.178893680174141,6.5855024945389635
7.280392263184117,6.719909479901515
7.541525621587638,7.373646802561631
7.526901026017452,7.3051851327167325
6.311165316021454,6.989549203017926
6.531087480042439,7.058663691654391
7.25751763360433,7.638832447894212
7.256892975456104,6.704214305582085
7.257523843153024,7.273548690585019
8.926365745327361,6.898903673783053
7.285445255346583,6.89115939838639
7.567782820090299,7.549388425993595
7.477000881746601,7.412708174494015
7.325695625652899,7.406754818000319
6.842365377679827,7.652739403577165
7.379484610246633,7.010501920816379
6.613587392731214,7.340976485647482
6.881590696629996,6.844866621703272
6.757318226085448,7.162083176244221
7.040937069693161,6.934928472816158
8.157329283336754,7.048497982496359
6.066367403704126,7.297578512718457
7.343130095187257,6.590889658383264
6.193642064405174,8.04619363784273
6.764034067105284,6.496991309250149
7.544475298483683,6.392905693606134
7.0321400095477316,7.579055436750034
6.461127611035347,7.395831346981468
6.642348145370016,7.312059908526077
7.339798874467338,7.31417275463214
6.634816684141431,6.993876613576543
7.108229294790988,6.551372814257085
7.0227859199519065,7.037902279096863
6.674199826197092,6.661419144243944
8.071972044662663,7.487559866708875
7.316959511159006,6.926471309248931
5.987428706671197,6.587251401603744
7.093227157384714,6.839307079173503
6.669106767615806,7.206465727137812
7.426216667398112,6.718137723598012
6.603739630783649,6.5888898022167846
6.94263177926655,7.121843605745956
7.252493639490228,7.122483285554361
7.432877597085061,6.746528412314435
6.399851796472112,6.764480847190838
6.832749382079526,7.116024968678818
6.762527344419522,6.275957829251338
6.673335383713144,6.296268112811722
7.882727120140548,6.640777889373782
7.202490855480478,6.8932764241440765
6.369558022832478,7.155453782799002
7.458930973527388,7.737678108474776
8.061078098506316,7.42882981160101
7.5162326302755735,6.920030735018287
